species_id,canonical_scientific,primary_common,n_prompts,prompts
1364024,Cuscuta approximata,Alfalfa dodder,19,"[""a photo of Cuscuta approximata"", ""a close-up photo of Cuscuta approximata"", ""a wild plant of species Cuscuta approximata"", ""a photo of Alfalfa dodder"", ""a close-up photo of Alfalfa dodder"", ""a wild plant called Alfalfa dodder"", ""a photo of Smallseed alfalfa dodder"", ""a close-up photo of Smallseed alfalfa dodder"", ""a wild plant called Smallseed alfalfa dodder"", ""a photo of Clustered dodder"", ""a close-up photo of Clustered dodder"", ""a wild plant called Clustered dodder"", ""a photo of Smooth-seed alfalfa dodder"", ""a close-up photo of Smooth-seed alfalfa dodder"", ""a wild plant called Smooth-seed alfalfa dodder"", ""a photo of Cuscuta approximata (Alfalfa dodder)"", ""a close-up photo of Cuscuta approximata (Alfalfa dodder)"", ""a photo of Cuscuta approximata, a plant in the family Convolvulaceae"", ""a close-up photo of Cuscuta approximata, a plant in the family Convolvulaceae""]"
1359667,Commicarpus plumbagineus,,5,"[""a photo of Commicarpus plumbagineus"", ""a close-up photo of Commicarpus plumbagineus"", ""a wild plant of species Commicarpus plumbagineus"", ""a photo of Commicarpus plumbagineus, a plant in the family Nyctaginaceae"", ""a close-up photo of Commicarpus plumbagineus, a plant in the family Nyctaginaceae""]"
1394416,Parapholis strigosa,Hard-grass,16,"[""a photo of Parapholis strigosa"", ""a close-up photo of Parapholis strigosa"", ""a wild plant of species Parapholis strigosa"", ""a photo of Hard-grass"", ""a close-up photo of Hard-grass"", ""a wild plant called Hard-grass"", ""a photo of Strigose sicklegrass"", ""a close-up photo of Strigose sicklegrass"", ""a wild plant called Strigose sicklegrass"", ""a photo of Hard grass"", ""a close-up photo of Hard grass"", ""a wild plant called Hard grass"", ""a photo of Parapholis strigosa (Hard-grass)"", ""a close-up photo of Parapholis strigosa (Hard-grass)"", ""a photo of Parapholis strigosa, a plant in the family Poaceae"", ""a close-up photo of Parapholis strigosa, a plant in the family Poaceae""]"
1410243,Cyperus sesquiflorus,,5,"[""a photo of Cyperus sesquiflorus"", ""a close-up photo of Cyperus sesquiflorus"", ""a wild plant of species Cyperus sesquiflorus"", ""a photo of Cyperus sesquiflorus, a plant in the family Cyperaceae"", ""a close-up photo of Cyperus sesquiflorus, a plant in the family Cyperaceae""]"
1495413,Cistus inflatus,,5,"[""a photo of Cistus inflatus"", ""a close-up photo of Cistus inflatus"", ""a wild plant of species Cistus inflatus"", ""a photo of Cistus inflatus, a plant in the family Cistaceae"", ""a close-up photo of Cistus inflatus, a plant in the family Cistaceae""]"
1557606,Sisyrinchium platense,,5,"[""a photo of Sisyrinchium platense"", ""a close-up photo of Sisyrinchium platense"", ""a wild plant of species Sisyrinchium platense"", ""a photo of Sisyrinchium platense, a plant in the family Iridaceae"", ""a close-up photo of Sisyrinchium platense, a plant in the family Iridaceae""]"
1394335,Androsace septentrionalis,Northern rockjasmine,10,"[""a photo of Androsace septentrionalis"", ""a close-up photo of Androsace septentrionalis"", ""a wild plant of species Androsace septentrionalis"", ""a photo of Northern rockjasmine"", ""a close-up photo of Northern rockjasmine"", ""a wild plant called Northern rockjasmine"", ""a photo of Androsace septentrionalis (Northern rockjasmine)"", ""a close-up photo of Androsace septentrionalis (Northern rockjasmine)"", ""a photo of Androsace septentrionalis, a plant in the family Primulaceae"", ""a close-up photo of Androsace septentrionalis, a plant in the family Primulaceae""]"
1391337,Convolvulus betonicifolius,,5,"[""a photo of Convolvulus betonicifolius"", ""a close-up photo of Convolvulus betonicifolius"", ""a wild plant of species Convolvulus betonicifolius"", ""a photo of Convolvulus betonicifolius, a plant in the family Convolvulaceae"", ""a close-up photo of Convolvulus betonicifolius, a plant in the family Convolvulaceae""]"
1357502,Cirsium echinatum,,5,"[""a photo of Cirsium echinatum"", ""a close-up photo of Cirsium echinatum"", ""a wild plant of species Cirsium echinatum"", ""a photo of Cirsium echinatum, a plant in the family Asteraceae"", ""a close-up photo of Cirsium echinatum, a plant in the family Asteraceae""]"
1392274,Alchemilla saxatilis,,5,"[""a photo of Alchemilla saxatilis"", ""a close-up photo of Alchemilla saxatilis"", ""a wild plant of species Alchemilla saxatilis"", ""a photo of Alchemilla saxatilis, a plant in the family Rosaceae"", ""a close-up photo of Alchemilla saxatilis, a plant in the family Rosaceae""]"
1392724,Allium parciflorum,,5,"[""a photo of Allium parciflorum"", ""a close-up photo of Allium parciflorum"", ""a wild plant of species Allium parciflorum"", ""a photo of Allium parciflorum, a plant in the family Amaryllidaceae"", ""a close-up photo of Allium parciflorum, a plant in the family Amaryllidaceae""]"
1492665,Dianthus laricifolius,,5,"[""a photo of Dianthus laricifolius"", ""a close-up photo of Dianthus laricifolius"", ""a wild plant of species Dianthus laricifolius"", ""a photo of Dianthus laricifolius, a plant in the family Caryophyllaceae"", ""a close-up photo of Dianthus laricifolius, a plant in the family Caryophyllaceae""]"
1452585,Allium palentinum,,5,"[""a photo of Allium palentinum"", ""a close-up photo of Allium palentinum"", ""a wild plant of species Allium palentinum"", ""a photo of Allium palentinum, a plant in the family Amaryllidaceae"", ""a close-up photo of Allium palentinum, a plant in the family Amaryllidaceae""]"
1363045,Bassia prostrata,Prostrate summercypress,10,"[""a photo of Bassia prostrata"", ""a close-up photo of Bassia prostrata"", ""a wild plant of species Bassia prostrata"", ""a photo of Prostrate summercypress"", ""a close-up photo of Prostrate summercypress"", ""a wild plant called Prostrate summercypress"", ""a photo of Bassia prostrata (Prostrate summercypress)"", ""a close-up photo of Bassia prostrata (Prostrate summercypress)"", ""a photo of Bassia prostrata, a plant in the family Amaranthaceae"", ""a close-up photo of Bassia prostrata, a plant in the family Amaranthaceae""]"
1359379,Ononis aragonensis,,5,"[""a photo of Ononis aragonensis"", ""a close-up photo of Ononis aragonensis"", ""a wild plant of species Ononis aragonensis"", ""a photo of Ononis aragonensis, a plant in the family Fabaceae"", ""a close-up photo of Ononis aragonensis, a plant in the family Fabaceae""]"
1395531,Arabis ciliata,,5,"[""a photo of Arabis ciliata"", ""a close-up photo of Arabis ciliata"", ""a wild plant of species Arabis ciliata"", ""a photo of Arabis ciliata, a plant in the family Brassicaceae"", ""a close-up photo of Arabis ciliata, a plant in the family Brassicaceae""]"
1399589,Festuca inops,,5,"[""a photo of Festuca inops"", ""a close-up photo of Festuca inops"", ""a wild plant of species Festuca inops"", ""a photo of Festuca inops, a plant in the family Poaceae"", ""a close-up photo of Festuca inops, a plant in the family Poaceae""]"
1394523,Phleum phleoides,Boehmer's cat's-tail,13,"[""a photo of Phleum phleoides"", ""a close-up photo of Phleum phleoides"", ""a wild plant of species Phleum phleoides"", ""a photo of Boehmer's cat's-tail"", ""a close-up photo of Boehmer's cat's-tail"", ""a wild plant called Boehmer's cat's-tail"", ""a photo of Boehmer's timothy"", ""a close-up photo of Boehmer's timothy"", ""a wild plant called Boehmer's timothy"", ""a photo of Phleum phleoides (Boehmer's cat's-tail)"", ""a close-up photo of Phleum phleoides (Boehmer's cat's-tail)"", ""a photo of Phleum phleoides, a plant in the family Poaceae"", ""a close-up photo of Phleum phleoides, a plant in the family Poaceae""]"
1722695,Trichomanes speciosum,Killarney fern,10,"[""a photo of Trichomanes speciosum"", ""a close-up photo of Trichomanes speciosum"", ""a wild plant of species Trichomanes speciosum"", ""a photo of Killarney fern"", ""a close-up photo of Killarney fern"", ""a wild plant called Killarney fern"", ""a photo of Trichomanes speciosum (Killarney fern)"", ""a close-up photo of Trichomanes speciosum (Killarney fern)"", ""a photo of Trichomanes speciosum, a plant in the family Hymenophyllaceae"", ""a close-up photo of Trichomanes speciosum, a plant in the family Hymenophyllaceae""]"
1394322,Androsace obtusifolia,,5,"[""a photo of Androsace obtusifolia"", ""a close-up photo of Androsace obtusifolia"", ""a wild plant of species Androsace obtusifolia"", ""a photo of Androsace obtusifolia, a plant in the family Primulaceae"", ""a close-up photo of Androsace obtusifolia, a plant in the family Primulaceae""]"
1362025,Leucanthemopsis pallida,,5,"[""a photo of Leucanthemopsis pallida"", ""a close-up photo of Leucanthemopsis pallida"", ""a wild plant of species Leucanthemopsis pallida"", ""a photo of Leucanthemopsis pallida, a plant in the family Asteraceae"", ""a close-up photo of Leucanthemopsis pallida, a plant in the family Asteraceae""]"
1722490,Patellifolia procumbens,,5,"[""a photo of Patellifolia procumbens"", ""a close-up photo of Patellifolia procumbens"", ""a wild plant of species Patellifolia procumbens"", ""a photo of Patellifolia procumbens, a plant in the family Amaranthaceae"", ""a close-up photo of Patellifolia procumbens, a plant in the family Amaranthaceae""]"
1489814,Legousia falcata,,5,"[""a photo of Legousia falcata"", ""a close-up photo of Legousia falcata"", ""a wild plant of species Legousia falcata"", ""a photo of Legousia falcata, a plant in the family Campanulaceae"", ""a close-up photo of Legousia falcata, a plant in the family Campanulaceae""]"
1394793,Potamogeton compressus,Grass-wrack pondweed,10,"[""a photo of Potamogeton compressus"", ""a close-up photo of Potamogeton compressus"", ""a wild plant of species Potamogeton compressus"", ""a photo of Grass-wrack pondweed"", ""a close-up photo of Grass-wrack pondweed"", ""a wild plant called Grass-wrack pondweed"", ""a photo of Potamogeton compressus (Grass-wrack pondweed)"", ""a close-up photo of Potamogeton compressus (Grass-wrack pondweed)"", ""a photo of Potamogeton compressus, a plant in the family Potamogetonaceae"", ""a close-up photo of Potamogeton compressus, a plant in the family Potamogetonaceae""]"
1390623,Dianthus broteri,,5,"[""a photo of Dianthus broteri"", ""a close-up photo of Dianthus broteri"", ""a wild plant of species Dianthus broteri"", ""a photo of Dianthus broteri, a plant in the family Caryophyllaceae"", ""a close-up photo of Dianthus broteri, a plant in the family Caryophyllaceae""]"
1614893,Cephalanthera schulzei,,5,"[""a photo of Cephalanthera schulzei"", ""a close-up photo of Cephalanthera schulzei"", ""a wild plant of species Cephalanthera schulzei"", ""a photo of Cephalanthera schulzei, a plant in the family Orchidaceae"", ""a close-up photo of Cephalanthera schulzei, a plant in the family Orchidaceae""]"
1395109,Ranunculus nodiflorus,,5,"[""a photo of Ranunculus nodiflorus"", ""a close-up photo of Ranunculus nodiflorus"", ""a wild plant of species Ranunculus nodiflorus"", ""a photo of Ranunculus nodiflorus, a plant in the family Ranunculaceae"", ""a close-up photo of Ranunculus nodiflorus, a plant in the family Ranunculaceae""]"
1393568,Limonium obtusifolium,,5,"[""a photo of Limonium obtusifolium"", ""a close-up photo of Limonium obtusifolium"", ""a wild plant of species Limonium obtusifolium"", ""a photo of Limonium obtusifolium, a plant in the family Plumbaginaceae"", ""a close-up photo of Limonium obtusifolium, a plant in the family Plumbaginaceae""]"
1519650,Scorzoneroides helvetica,,5,"[""a photo of Scorzoneroides helvetica"", ""a close-up photo of Scorzoneroides helvetica"", ""a wild plant of species Scorzoneroides helvetica"", ""a photo of Scorzoneroides helvetica, a plant in the family Asteraceae"", ""a close-up photo of Scorzoneroides helvetica, a plant in the family Asteraceae""]"
1398772,Viola crassiuscula,,5,"[""a photo of Viola crassiuscula"", ""a close-up photo of Viola crassiuscula"", ""a wild plant of species Viola crassiuscula"", ""a photo of Viola crassiuscula, a plant in the family Violaceae"", ""a close-up photo of Viola crassiuscula, a plant in the family Violaceae""]"
1392502,Gaudinia fragilis,Fragile oat,19,"[""a photo of Gaudinia fragilis"", ""a close-up photo of Gaudinia fragilis"", ""a wild plant of species Gaudinia fragilis"", ""a photo of Fragile oat"", ""a close-up photo of Fragile oat"", ""a wild plant called Fragile oat"", ""a photo of French oat"", ""a close-up photo of French oat"", ""a wild plant called French oat"", ""a photo of French oat-grass"", ""a close-up photo of French oat-grass"", ""a wild plant called French oat-grass"", ""a photo of French oat grass"", ""a close-up photo of French oat grass"", ""a wild plant called French oat grass"", ""a photo of Gaudinia fragilis (Fragile oat)"", ""a close-up photo of Gaudinia fragilis (Fragile oat)"", ""a photo of Gaudinia fragilis, a plant in the family Poaceae"", ""a close-up photo of Gaudinia fragilis, a plant in the family Poaceae""]"
1391088,Cerastium soleirolii,,5,"[""a photo of Cerastium soleirolii"", ""a close-up photo of Cerastium soleirolii"", ""a wild plant of species Cerastium soleirolii"", ""a photo of Cerastium soleirolii, a plant in the family Caryophyllaceae"", ""a close-up photo of Cerastium soleirolii, a plant in the family Caryophyllaceae""]"
1360658,Bupleurum tenuissimum,Slender hare's-ear,10,"[""a photo of Bupleurum tenuissimum"", ""a close-up photo of Bupleurum tenuissimum"", ""a wild plant of species Bupleurum tenuissimum"", ""a photo of Slender hare's-ear"", ""a close-up photo of Slender hare's-ear"", ""a wild plant called Slender hare's-ear"", ""a photo of Bupleurum tenuissimum (Slender hare's-ear)"", ""a close-up photo of Bupleurum tenuissimum (Slender hare's-ear)"", ""a photo of Bupleurum tenuissimum, a plant in the family Apiaceae"", ""a close-up photo of Bupleurum tenuissimum, a plant in the family Apiaceae""]"
1738594,Muscari armeniacum,Garden grape-hyacinth,10,"[""a photo of Muscari armeniacum"", ""a close-up photo of Muscari armeniacum"", ""a wild plant of species Muscari armeniacum"", ""a photo of Garden grape-hyacinth"", ""a close-up photo of Garden grape-hyacinth"", ""a wild plant called Garden grape-hyacinth"", ""a photo of Muscari armeniacum (Garden grape-hyacinth)"", ""a close-up photo of Muscari armeniacum (Garden grape-hyacinth)"", ""a photo of Muscari armeniacum, a plant in the family Asparagaceae"", ""a close-up photo of Muscari armeniacum, a plant in the family Asparagaceae""]"
1391505,Cyperus aggregatus,Inflatedscale flatsedge,16,"[""a photo of Cyperus aggregatus"", ""a close-up photo of Cyperus aggregatus"", ""a wild plant of species Cyperus aggregatus"", ""a photo of Inflatedscale flatsedge"", ""a close-up photo of Inflatedscale flatsedge"", ""a wild plant called Inflatedscale flatsedge"", ""a photo of Inflated-scale flat sedge"", ""a close-up photo of Inflated-scale flat sedge"", ""a wild plant called Inflated-scale flat sedge"", ""a photo of Inflated-scale flatsedge"", ""a close-up photo of Inflated-scale flatsedge"", ""a wild plant called Inflated-scale flatsedge"", ""a photo of Cyperus aggregatus (Inflatedscale flatsedge)"", ""a close-up photo of Cyperus aggregatus (Inflatedscale flatsedge)"", ""a photo of Cyperus aggregatus, a plant in the family Cyperaceae"", ""a close-up photo of Cyperus aggregatus, a plant in the family Cyperaceae""]"
